Banker Team,Banker Name,IC Name,Position As of Date,Relationship ID,EG Number,PP Code,Base Number,Portfolio Number,Financial Instrument Id,ISIN,Ticker,Security Name,Print Report Class Name,Asset Sub Class Name,Asset Sub Sub Class Name,Nominal Currency Code,Units,Amount in CCY,Amount in USD,Average Unit Cost,Current Price,Last Movement Date,Book Date,Maturity Date,PE/RE Commitment Amount:,PE/RE Contribution Amount:,PE/RE Capital Contribution Fund Expenses,PE/RE Distribution Amount:,PE/RE Outstanding Commitment Amount:,PE/RE Recallable Distributions:,Loan / Cash Rate to client,Cost of Fund,Spread,Tenor,Contract Ref Number,Contracted FX Rate,Pay Currency Code,Pay Amount,Pay Amount(USD),Receive Currency Code,Receive Amount,Receive Amount(USD),Tranch Code,Position Web Description,Security Name Line 1,Rank,Moodys R,S&P R,Fitch,Coupon,YTC,YTM,Coupon type,Issue Date,Next Call Date,Return on Contribution,Market Consensus
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,CAPITAL MARKETS,Int. Rate Swaps,Interest Rate Swaps,USD,,"-123,780.98","-135,242.18",,,,19/2/2019,19/2/2023,,,,,,,,,,1461,72288383.2,,USD,1500000,1500000,USD,1500000,1500000,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,CAPITAL MARKETS,Int. Rate Swaps,Interest Rate Swaps,USD,,"-122,233.58","-127,739.59",,,,20/2/2019,20/2/2022,,,,,,,,,,1096,72289161.1,,USD,2000000,2000000,USD,2000000,2000000,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,CAPITAL MARKETS,Precious Metal Gold,Precious Metals Gold,XAU,0,0,0,,,,16/9/2016,,,,,,,,0,,0,,,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,AUD,0,0,0,,,,22/9/2015,,,,,,,,0,,0,,,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,CHF,0,0,0,,,,7/2/2014,,,,,,,,0,,0,,,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,CNY,271.81,296.2729,39.5213,,,,22/1/2018,,,,,,,,0.05,,0.05,,,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,EUR,0,0,0,,,,7/2/2014,,,,,,,,0,,0,,,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,GBP,0,0,0,,,,16/5/2012,,,,,,,,0,,0,,,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,HKD,4.04,5.1308,0.5356,,,,10/6/2016,,,,,,,,0.01,,0.01,,,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,JPY,0,0,0,,,,29/8/2017,,,,,,,,0,,0,,,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,NZD,0.06,0.078,0.052,,,,29/8/2017,,,,,,,,0,,0,,,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,SGD,"69,290.65","84,534.59","54,986.58",,,,16/5/2012,,,,,,,,0.01,,0.01,,,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,USD,"178,692.72","182,266.57","192,988.14",,,,16/5/2012,,,,,,,,0.01,,0.01,,,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Loans,Margin Loan,Margin Credit Demand Loan,AUD,"14,487.77","15,501.91","12,811.62",,,,23/7/2020,24/8/2020,,,,,,,1.2,0.45,0.75,32,2000638527,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Loans,Margin Loan,Margin Credit Demand Loan,AUD,"29,456.10","32,107.15","23,527.40",,,,30/7/2020,31/8/2020,,,,,,,1.2,0.45,0.75,32,2000637587,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Loans,Margin Loan,Margin Credit Demand Loan,AUD,"41,065.74","51,332.18","34,557.52",,,,11/8/2020,11/9/2020,,,,,,,1.2,0.45,0.75,31,2000639358,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Loans,Margin Loan,Margin Credit Demand Loan,SGD,"302,487.82","356,935.63","268,672.52",,,,22/7/2020,24/8/2020,,,,,,,0.935,0.185,0.75,33,2000657773,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Loans,Margin Loan,Margin Credit Demand Loan,SGD,"560,425.75","678,115.16","436,573.51",,,,22/7/2020,24/8/2020,,,,,,,0.935,0.185,0.75,33,2000659409,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Loans,Margin Loan,Margin Credit Demand Loan,SGD,"136,191.38","145,724.78","113,034.24",,,,3/8/2020,3/9/2020,,,,,,,0.935,0.185,0.75,31,2000660118,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Loans,Margin Loan,Margin Credit Demand Loan,SGD,"300,474.10","381,602.11","284,384.50",,,,6/8/2020,7/9/2020,,,,,,,0.935,0.185,0.75,32,2000658656,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Loans,Margin Loan,Margin Credit Demand Loan,USD,"703,639.37","774,003.31","851,403.64",,,,6/8/2020,8/9/2020,,,,,,,1.1535,0.4035,0.75,33,2000654014,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0005,SISI,6be42c3b9d6e7379fe09eaeb7910020b,8578631417879fb8e48ab478a9f08b76,,,,,Loans,Margin Loan,Margin Credit Demand Loan,USD,"911,250.55","1,066,163.14","1,157,288.20",,,,11/8/2020,18/8/2020,,,,,,,1.108,0.358,0.75,7,2000637379,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0006,SISI,dda966b58a9b2656679ec8f35b5c8e06,6aa387c587079dca418d753d40f7f27d,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,AUD,0.03,0.0312,0.0234,,,,23/8/2013,,,,,,,,0,,0,,,,,,0,,,0,,Call Deposit (IB) AUD 0/776990/051,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0006,SISI,dda966b58a9b2656679ec8f35b5c8e06,6aa387c587079dca418d753d40f7f27d,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,EUR,0,0,0,,,,1/9/2015,,,,,,,,0,,0,,,,,,0,,,0,,Call Deposit (IB) EUR 0/776990/078,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0006,SISI,dda966b58a9b2656679ec8f35b5c8e06,6aa387c587079dca418d753d40f7f27d,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,GBP,0.01,0.011,0.01,,,,31/8/2012,,,,,,,,0.01,,0.01,,,,,,0,,,0,,Call Deposit (IB) GBP 0/776990/027,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0006,SISI,dda966b58a9b2656679ec8f35b5c8e06,6aa387c587079dca418d753d40f7f27d,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,SGD,"48,389.51","55,164.04","44,389.20",,,,13/12/2012,,,,,,,,0.01,,0.01,,,,,,0,,,0,,Call Deposit (IB) SGD 0/776990/035,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0006,SISI,dda966b58a9b2656679ec8f35b5c8e06,6aa387c587079dca418d753d40f7f27d,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,USD,0.15,0.1815,0.186,,,,31/8/2012,,,,,,,,0.01,,0.01,,,,,,0,,,0,,Call Deposit (IB) USD 0/776990/019,,,,,,,,,,,,,
MR-AP Spore India Team 1,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,9/8/2020,SR250594544,SR250594544-0006,SISI,dda966b58a9b2656679ec8f35b5c8e06,6aa387c587079dca418d753d40f7f27d,,,,,Investment Cash & Short Term Investments,Checking Account,Checking,SGD,"2,076.07","2,698.89","1,949.78",,,,27/10/2016,,,,,,,,0.01,,0.01,,,,,,0,,,0,,Checking Account SGD 0/776990/086,,,,,,,,,,,,,
MR-AP Spore India Team 1,69bd3014886c35ee3beddc2b5bd55b0479b64748893c739f8d834af4bf87daa3,4d79eb3448a7fe28e577e954c5df32228af7fca638ef5e7eac49c0128ba34574,9/8/2020,SR006060642,SR006060642-0010,SISI,83a54d4db6fce5b0f1db0e3b9b060490,8190c1aa9a62dcfc293af9bf04c5beec,,,,,CAPITAL MARKETS,Int. Rate Swaps,Interest Rate Swaps,GBP,,"-156,775.11","-204,795.29",,,,28/3/2019,28/3/2029,,,,,,,,,,3653,72562297.2,,GBP,2000000,2612599.468,GBP,2000000,2612599.468,,Int. Rate Swaps Pay FIXED SANUL 1.2% 28SEP20 Recv LIBO6 SANUL .72863% 28SEP20 Value  28MAR19 MAT 28MAR29 Ref 72562297.2,,,,,,,,,,,,,
MR-AP Spore India Team 1,69bd3014886c35ee3beddc2b5bd55b0479b64748893c739f8d834af4bf87daa3,4d79eb3448a7fe28e577e954c5df32228af7fca638ef5e7eac49c0128ba34574,9/8/2020,SR006060642,SR006060642-0010,SISI,83a54d4db6fce5b0f1db0e3b9b060490,8190c1aa9a62dcfc293af9bf04c5beec,,,,,CAPITAL MARKETS,Int. Rate Swaps,Interest Rate Swaps,USD,,"-376,189.16","-450,020.67",,,,3/6/2019,3/6/2029,,,,,,,,,,3653,72840111.2,,USD,2000000,2000000,USD,2000000,2000000,,Int. Rate Swaps Pay FIXED SANUL 2.55% 03DEC20 Recv LIB03 QTRLY .33713% 03SEP20 Value  03JUN19 MAT 03JUN29 Ref 72840111.2,,,,,,,,,,,,,
MR-AP Spore India Team 1,69bd3014886c35ee3beddc2b5bd55b0479b64748893c739f8d834af4bf87daa3,4d79eb3448a7fe28e577e954c5df32228af7fca638ef5e7eac49c0128ba34574,9/8/2020,SR006060642,SR006060642-0010,SISI,83a54d4db6fce5b0f1db0e3b9b060490,8190c1aa9a62dcfc293af9bf04c5beec,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,AUD,0,0,0,,,,1/10/2013,,,,,,,,0,,0,,,,,,0,,,0,,Call Deposit (IB) AUD 0/777415/077,,,,,,,,,,,,,
MR-AP Spore India Team 1,69bd3014886c35ee3beddc2b5bd55b0479b64748893c739f8d834af4bf87daa3,4d79eb3448a7fe28e577e954c5df32228af7fca638ef5e7eac49c0128ba34574,9/8/2020,SR006060642,SR006060642-0010,SISI,83a54d4db6fce5b0f1db0e3b9b060490,8190c1aa9a62dcfc293af9bf04c5beec,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,EUR,0,0,0,,,,1/7/2019,,,,,,,,0,,0,,,,,,0,,,0,,Call Deposit (IB) EUR 0/777415/001,,,,,,,,,,,,,
MR-AP Spore India Team 1,69bd3014886c35ee3beddc2b5bd55b0479b64748893c739f8d834af4bf87daa3,4d79eb3448a7fe28e577e954c5df32228af7fca638ef5e7eac49c0128ba34574,9/8/2020,SR006060642,SR006060642-0010,SISI,83a54d4db6fce5b0f1db0e3b9b060490,8190c1aa9a62dcfc293af9bf04c5beec,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,GBP,0.06,0.0666,0.0968,,,,1/10/2013,,,,,,,,0.01,,0.01,,,,,,0,,,0,,Call Deposit (IB) GBP 0/777415/069,,,,,,,,,,,,,
MR-AP Spore India Team 1,69bd3014886c35ee3beddc2b5bd55b0479b64748893c739f8d834af4bf87daa3,4d79eb3448a7fe28e577e954c5df32228af7fca638ef5e7eac49c0128ba34574,9/8/2020,SR006060642,SR006060642-0010,SISI,83a54d4db6fce5b0f1db0e3b9b060490,8190c1aa9a62dcfc293af9bf04c5beec,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,HKD,0,0,0,,,,1/10/2013,,,,,,,,0,,0,,,,,,0,,,0,,Call Deposit (IB).HKD 0/777415/026,,,,,,,,,,,,,
MR-AP Spore India Team 1,69bd3014886c35ee3beddc2b5bd55b0479b64748893c739f8d834af4bf87daa3,4d79eb3448a7fe28e577e954c5df32228af7fca638ef5e7eac49c0128ba34574,9/8/2020,SR006060642,SR006060642-0010,SISI,83a54d4db6fce5b0f1db0e3b9b060490,8190c1aa9a62dcfc293af9bf04c5beec,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,USD,3.58,3.6516,3.7948,,,,1/10/2013,,,,,,,,0.01,,0.01,,,,,,0,,,0,,Call Deposit (IB) USD 0/777415/018,,,,,,,,,,,,,
MR-AP Spore India Team 1,69bd3014886c35ee3beddc2b5bd55b0479b64748893c739f8d834af4bf87daa3,4d79eb3448a7fe28e577e954c5df32228af7fca638ef5e7eac49c0128ba34574,9/8/2020,SR006060642,SR006060642-0010,SISI,83a54d4db6fce5b0f1db0e3b9b060490,8190c1aa9a62dcfc293af9bf04c5beec,,,,,Investment Cash & Short Term Investments,Call Deposit (NIB),Call Deposit Non Int Bearing,AED,0,0,0,,,,25/1/2016,,,,,,,,0,,0,,,,,,0,,,0,,Call Deposit (NIB) AED 0/777415/115,,,,,,,,,,,,,
MR-AP Spore India Team 1,69bd3014886c35ee3beddc2b5bd55b0479b64748893c739f8d834af4bf87daa3,4d79eb3448a7fe28e577e954c5df32228af7fca638ef5e7eac49c0128ba34574,9/8/2020,SR006060642,SR006060642-0010,SISI,83a54d4db6fce5b0f1db0e3b9b060490,8190c1aa9a62dcfc293af9bf04c5beec,,,,,Investment Cash & Short Term Investments,Call Deposit (NIB),Call Deposit Non Int Bearing,THB,0,0,0,,,,20/6/2014,,,,,,,,0,,0,,,,,,0,,,0,,Call Deposit (NIB) THB 0/777415/107,,,,,,,,,,,,,
MR-AP Spore India Team 1,69bd3014886c35ee3beddc2b5bd55b0479b64748893c739f8d834af4bf87daa3,4d79eb3448a7fe28e577e954c5df32228af7fca638ef5e7eac49c0128ba34574,9/8/2020,SR006060642,SR006060642-0010,SISI,83a54d4db6fce5b0f1db0e3b9b060490,cda62eb0b9b1cdc19bdd3fa5a50481a0,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,AUD,0,0,0,,,,3/10/2013,,,,,,,,0,,0,,,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore India Team 1,69bd3014886c35ee3beddc2b5bd55b0479b64748893c739f8d834af4bf87daa3,4d79eb3448a7fe28e577e954c5df32228af7fca638ef5e7eac49c0128ba34574,9/8/2020,SR006060642,SR006060642-0010,SISI,83a54d4db6fce5b0f1db0e3b9b060490,cda62eb0b9b1cdc19bdd3fa5a50481a0,,,,,Investment Cash & Short Term Investments,Call Deposit (IB),Call Deposit Interest Bearing,USD,0,0,0,,,,1/10/2013,,,,,,,,0,,0,,,,,,0,,,0,,,,,,,,,,,,,,,
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,9/8/2020,SR250824955,SR250824955-0001,SISI,ab0d9b58499dc5d984931f2f7041ab7c,6b49aadd141eb49381ee200b0d7a354e,7.68E+11,USU77583AA79,,8.875% ROLTA AMERICAS LLC DUE 240719 (DEFAULTED),FIXED INCOME,Corporate Bonds,Corp. fixed income securities,USD,"350,000.00",0,0,48.1246,0,6/8/2016,,24/7/2019,,,,,,,8.875,,8.875,,,,,,0,,,0,,8.875% ROLTA AME MAT 24JUL19 8.875% Pay Freq SEMI-ANNUAL S&P NR Moodys NA ISIN USU77583AA79,8.875% ROLTA AMERICAS LLC DUE 240719 (DEFAULTED),Secured corporate, Ba2,BB+,BBB,3%,6%,1%,FLOATING,27/7/2006,21/7/2029,,
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,9/8/2020,SR250824955,SR250824955-0001,SISI,ab0d9b58499dc5d984931f2f7041ab7c,6b49aadd141eb49381ee200b0d7a354e,8.62E+11,XS1567906059,,4.5% KUWAIT PROJECTS CO SPC L DUE 230227,FIXED INCOME,Corporate Bonds,Corp. fixed income securities,USD,"300,000.00","336,644.10","380,554.20",97.857,97.578,6/15/2019,,23/2/2027,,,,,,,4.5,,4.5,,,,,,0,,,0,,4.5% KUWAIT 0227 MAT 23FEB27 4.5% Pay Freq SEMI-ANNUAL S&P BB+ Moodys Baa3 ISIN XS1567906059,4.5% KUWAIT PROJECTS CO SPC L DUE 230227,Secured corporate,Caa2,BBB,CCC+,2%,4%,3%,FLOATING,26/2/2015,21/2/2036,,
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,9/8/2020,SR250824955,SR250824955-0001,SISI,ab0d9b58499dc5d984931f2f7041ab7c,6b49aadd141eb49381ee200b0d7a354e,9.00E+11,XS1789391148,,4.5% UPL CORP LTD DUE 080328,FIXED INCOME,Corporate Bonds,Corp. fixed income securities,USD,"300,000.00","378,780.72","366,361.68",102.007,103.492,3/12/2020,,8/3/2028,,,,,,,4.5,,4.5,,,,,,0,,,0,,4.5% UPL CORP 03 MAT 08MAR28 4.5% Pay Freq SEMI-ANNUAL S&P BBB- Moodys NA ISIN XS1789391148,4.5% UPL CORP LTD DUE 080328,Sr unsecured,Aa2,BBB+,A+,5%,8%,1%,FLOATING,12/3/2013,6/3/2039,,
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,9/8/2020,SR250824955,SR250824955-0001,SISI,ab0d9b58499dc5d984931f2f7041ab7c,6b49aadd141eb49381ee200b0d7a354e,9.33E+11,USN15516AB83,,4.5% BRASKEM NETHERLANDS DUE 100128,FIXED INCOME,Corporate Bonds,Corp. fixed income securities,USD,"500,000.00","613,494.00","525,852.00",100.807,97.38,10/8/2019,,10/1/2028,,,,,,,4.5,,4.5,,,,,,0,,,0,,4.5% BRASKEM 012 MAT 10JAN28 4.5% Pay Freq SEMI-ANNUAL Call 10OCT27 @ 100 S&P BB+ Moodys NA ISIN USN15516AB83,4.5% BRASKEM NETHERLANDS DUE 100128,Sr unsecured,Aaa,B,CCC,6%,2%,2%,FIXED,13/1/2015,7/1/2037,,
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,9/8/2020,SR250824955,SR250824955-0001,SISI,ab0d9b58499dc5d984931f2f7041ab7c,6b49aadd141eb49381ee200b0d7a354e,9.52E+11,XS1996533425,,BNP PARIBAS FRN LINKED TO TRADE DESK INCTWITTER INC XILINX INC DUE 140820,ALTERNATIVE INVESTMENTS,Coll Debt Obligat'n,Structured Investments - Eqty,USD,"250,000.00","342,836.50","288,846.50",100.035,107.98,8/13/2019,,14/8/2020,,,,,,,16.97,,16.97,,,,,,0,,,0,,BNP PARIBAS FRN LINKED TO TRADE DESK INCTWITTER INC XILINX INC DUE 140820 ISIN XS1996533425,BNP PARIBAS FRN LINKED TO TRADE DESK INCTWITTER INC XILINX INC DUE 140820,,,,,,,,,,,,
MR-AP Spore Marketing Team 2,90121251a1060174c85cc7564aa26675,b7447d86049b0e266dce32b79f657058,9/8/2020,SR250824955,SR250824955-0001,SISI,ab0d9b58499dc5d984931f2f7041ab7c,6b49aadd141eb49381ee200b0d7a354e,9.52E+11,XS1996533698,,BNP PARIBAS FRN LINKED TO DOCUSIGN INC LYFT INC NETFLIX INC DUE 140820,ALTERNATIVE INVESTMENTS,Coll Debt Obligat'n,Structured Investments - Eqty,USD,"250,000.00","207,499.75","213,317.50",100.035,77.57,8/13/2019,,14/8/2020,,,,,,,14.22,,14.22,,,,,,0,,,0,,BNP PARIBAS FRN LINKED TO DOCUSIGN INC LYFT INC NETFLIX INC DUE 140820 ISIN XS1996533698,BNP PARIBAS FRN LINKED TO DOCUSIGN INC LYFT INC NETFLIX INC DUE 140820,,,,,,,,,,,,
