,asOfDate.value,position.id,account.id,position.constituent.holding.underlyingAsset.description,position.constituent.holding.quantity.number,position.scheduledDate.adjustedDate,position.scheduledDate.type.scheduledDateTypeScheme,position.valuation.quote,position.assetClassTaxonmony.assetClassNameAtLevel1,position.assetClassTaxonmony.assetClassNameAtLevel2,position.assetClassTaxonmony.assetClassNameAtLevel3,position.constituent.holding.underlyingAsset.commitmentAmount,position.constituent.holding.underlyingAsset.outstandingCommitmentAmount,position.constituent.holding.underlyingAsset.contributionAmount,position.constituent.holding.underlyingAsset.capitalContributionFundExpense,position.constituent.holding.underlyingAsset.distributionAmount,position.constituent.holding.underlyingAsset.recallableDistribution,position.constituent.tradeReference.partyTradeIdentifier,position.constituent.holding.underlyingAsset.maturity,position.constituent.tradeReference.partyTradeIdentifier.id,position.constituent.holding.underlyingAsset.instrumentId.financialInstrument.value,position.constituent.holding.underlyingAsset.instrumentId.financialInstrument.instrumentIdScheme,position.constituent.holding.underlyingAsset.instrumentId.ticker.value,position.constituent.holding.underlyingAsset.instrumentId.ticker.instrumentIdScheme,party.banker.partyName.value,party.banker.groupType.value,party.banker.id,party.ic.partyName.value,party.ic.groupType.value,party.ic.id,party.relationship.partyName.value,party.relationship.groupType.value,party.relationship.id,party.eg.partyName.value,party.eg.groupType.value,party.eg.id,party.pp.partyName.value,party.pp.groupType.value,party.pp.id,party.client.partyName.value,party.client.groupType.value,party.client.id
284,"Aug 12, 2020 12:00:00 AM",PRIVATE EQUITY ALTERNATIVE null,8578631417879fb8e48ab478a9f08b76,DGP IV OWNERSHIP OFFSHORE FEEDER FUND LP CLASS BN -NT,1.0,"Feb 21, 2018 12:00:00 AM",Book date,"[{'value': 92733.17, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 92733.17, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Private Equity,PRIVATE EQUITY ALTERNATIVE,1000000.0,911418.73,125000.0,15190.34,36418.73,36418.73,,,,DI354,Financial Instrument Id,DGPFFBNU0004,Ticker,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
285,"Aug 12, 2020 12:00:00 AM",PE-Other null,8578631417879fb8e48ab478a9f08b76,DIGITAL INFRASTRUCTURE OFFSHORE FEEDER FUND LP CLASS AN-NT,1.0,"Aug 27, 2018 12:00:00 AM",Book date,"[{'value': 162963.94, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 162963.94, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Private Equity,PE-Other,250000.0,72731.38,178620.67,4054.01,1384.81,1352.05,,,,DI455,Financial Instrument Id,DCPFFANU0000,Ticker,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
286,"Aug 12, 2020 12:00:00 AM",HF-Long/Short null,8578631417879fb8e48ab478a9f08b76,ER LUCERNE CAPITAL OFFSHORE FUND LTD B-S2-SEP16 USD-NT-TD30J,1.0,"Jul 15, 2020 12:00:00 AM",Book date,"[{'value': 10460.42, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 10460.42, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Hedge Funds,HF-Long/Short,,,,,,,,,,EJ325,Financial Instrument Id,LUCFMB2U00R0,Ticker,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
287,"Aug 12, 2020 12:00:00 AM",FIXIN Mutual Fund - MUTUAL FND null,8578631417879fb8e48ab478a9f08b76,NEUBERGER BERMAN GLB DIV INC FMP 2024 A SGD DIS-C-NT-HGD,28000.0,"Sep 20, 2012 12:00:00 AM",Book date,"[{'value': 570920.0, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'SGD'}}, {'value': 415652.8702995886, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 20.15, 'measureType': {'value': 'Average unit cost'}, 'currency': {'value': 'SGD'}}, {'value': 20.39, 'measureType': {'value': 'Current unit price'}, 'currency': {'value': 'SGD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",FIXED INCOME,Fixed Income Mutual Funds,FIXIN Mutual Fund - MUTUAL FND,,,,,,,,,,N0105,Financial Instrument Id,GLIF2AD ID,Ticker,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
288,"Aug 12, 2020 12:00:00 AM",FIXIN Mutual Fund - MUTUAL FND null,8578631417879fb8e48ab478a9f08b76,PIMCO GIS INCOME FUND ADMINISTRATIVE INCOME CASH - NT,221613.338,"Mar 31, 2020 12:00:00 AM",Book date,"[{'value': 2479853.252, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 2479853.252, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 10.345123, 'measureType': {'value': 'Average unit cost'}, 'currency': {'value': 'USD'}}, {'value': 11.19, 'measureType': {'value': 'Current unit price'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",FIXED INCOME,Fixed Income Mutual Funds,FIXIN Mutual Fund - MUTUAL FND,,,,,,,,,,P0459,Financial Instrument Id,PINMUAI ID,Ticker,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
289,"Aug 12, 2020 12:00:00 AM",FIXIN Mutual Fund - MUTUAL FND null,8578631417879fb8e48ab478a9f08b76,PIMCO INCOME FUND A INC SGD (HEDGED) (CASH) - NT,94577.516,"Oct 5, 2017 12:00:00 AM",Book date,"[{'value': 1046027.326, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'SGD'}}, {'value': 761550.2355210949, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 10.864041, 'measureType': {'value': 'Average unit cost'}, 'currency': {'value': 'SGD'}}, {'value': 11.06, 'measureType': {'value': 'Current unit price'}, 'currency': {'value': 'SGD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",FIXED INCOME,Fixed Income Mutual Funds,FIXIN Mutual Fund - MUTUAL FND,,,,,,,,,,P0474,Financial Instrument Id,PINMSGD ID,Ticker,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
290,"Aug 12, 2020 12:00:00 AM",RE-Funds null,8578631417879fb8e48ab478a9f08b76,PROINVEST AUST OPPORT OFS F CL BN AUD NON RDR-NT,1.0,"Jan 27, 2016 12:00:00 AM",Book date,"[{'value': 539084.33, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'AUD'}}, {'value': 384447.9183749428, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Real Estate,RE-Funds,500000.0,43125.54,663523.09,32418.08,236445.16,206648.63,,,,P0559,Financial Instrument Id,,Ticker,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
291,"Aug 12, 2020 12:00:00 AM",PE-MultiStgy null,8578631417879fb8e48ab478a9f08b76,PERE COLLECTION I OFFSHORE FUND SCSP CLASS BN -NT,1.0,"Nov 30, 2017 12:00:00 AM",Book date,"[{'value': 313882.31, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 313882.31, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Private Equity,PE-MultiStgy,500000.0,207531.09,292468.91,8594.28,0.0,0.0,,,,PI181,Financial Instrument Id,PR1FMBNU0000,Ticker,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
292,"Aug 12, 2020 12:00:00 AM",PE-MultiStgy null,8578631417879fb8e48ab478a9f08b76,COF III OFFSHORE FEEDER FUND LTD SUB-CLASS BN USD-NT,1.0,"Feb 21, 2020 12:00:00 AM",Book date,"[{'value': 60000.0, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 60000.0, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Private Equity,PE-MultiStgy,800000.0,740000.0,60000.0,4168.3,0.0,0.0,,,,PJ064,Financial Instrument Id,COFFFBNU0000,Ticker,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
293,"Aug 12, 2020 12:00:00 AM",FIXIN Mutual Fund - MUTUAL FND null,8578631417879fb8e48ab478a9f08b76,SCHRODER SPL STNS FD FIX MATUR BD 2023 (I) A SGD D-C-NT-H,5769.23,"Feb 10, 2014 12:00:00 AM",Book date,"[{'value': 746605.285, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'SGD'}}, {'value': 543558.8693531359, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 130.650017, 'measureType': {'value': 'Average unit cost'}, 'currency': {'value': 'SGD'}}, {'value': 129.4116, 'measureType': {'value': 'Current unit price'}, 'currency': {'value': 'SGD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",FIXED INCOME,Fixed Income Mutual Funds,FIXIN Mutual Fund - MUTUAL FND,,,,,,,,,,S0517,Financial Instrument Id,SSF23AH LX,Ticker,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
294,"Aug 12, 2020 12:00:00 AM",PE-Vent Cap null,8578631417879fb8e48ab478a9f08b76,SC VENTURE OFFSHORE FEEDER FUND I LTD SUB-CL AN USD-NT,1.0,"Nov 27, 2019 12:00:00 AM",Book date,"[{'value': 14868.25, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 14868.25, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Private Equity,PE-Vent Cap,250000.0,237500.0,12500.0,3686.3,0.0,0.0,,,,SJ005,Financial Instrument Id,SPAFFANU0000,Ticker,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
295,"Aug 12, 2020 12:00:00 AM",PE-Other null,8578631417879fb8e48ab478a9f08b76,TES OFFSHORE FEEDER FUND LP CL AN-NT,1.0,"Jan 13, 2017 12:00:00 AM",Book date,"[{'value': 133102.43, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 133102.43, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Private Equity,PE-Other,250000.0,98129.14,177589.79,23684.99,45044.8,25718.93,,,,TH880,Financial Instrument Id,TESFFANU0000,Ticker,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
296,"Aug 12, 2020 12:00:00 AM",FIXIN Mutual Fund - OTHERS null,8578631417879fb8e48ab478a9f08b76,VALUE PARTNERS GREATER CHINA HY INC P-USD-DIS-CASH-NT,167865.707,"Jun 18, 2013 12:00:00 AM",Book date,"[{'value': 1213669.061, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 1213669.061, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 8.4234, 'measureType': {'value': 'Average unit cost'}, 'currency': {'value': 'USD'}}, {'value': 7.23, 'measureType': {'value': 'Current unit price'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",FIXED INCOME,Fixed Income Mutual Funds,FIXIN Mutual Fund - OTHERS,,,,,,,,,,V0203,Financial Instrument Id,VPGPUMD KY,Ticker,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
297,"Aug 12, 2020 12:00:00 AM",HF-Long/Short null,8578631417879fb8e48ab478a9f08b76,WMIB LTD SALTHILL BROKERAGE CLASS H CTB 1 USD - NT,50000.0,"Mar 23, 2018 12:00:00 AM",Book date,"[{'value': 515765.0, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 515765.0, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 10.2, 'measureType': {'value': 'Average unit cost'}, 'currency': {'value': 'USD'}}, {'value': 10.3153, 'measureType': {'value': 'Current unit price'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",ALTERNATIVE INVESTMENTS,Hedge Funds,HF-Long/Short,,,,,,,,,,WI345,Financial Instrument Id,SHLFMB0U0000,Ticker,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
298,"Aug 12, 2020 12:00:00 AM",Equity Option null,8578631417879fb8e48ab478a9f08b76,,,"May 4, 2018 12:00:00 AM",Book date,"[{'value': 58762.0288, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'GBP'}}, {'value': 76760.8225786667, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",CAPITAL MARKETS,Equity Options,Equity Option,,,,,,,,,7181249001,,,,,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
299,"Aug 12, 2020 12:00:00 AM",Equity Option null,8578631417879fb8e48ab478a9f08b76,,,"Feb 21, 2020 12:00:00 AM",Book date,"[{'value': 2551.8993, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 2551.8993, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",CAPITAL MARKETS,Equity Options,Equity Option,,,,,,,,,ES20022401,,,,,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
300,"Aug 12, 2020 12:00:00 AM",Equity Option null,8578631417879fb8e48ab478a9f08b76,,,"Jun 9, 2020 12:00:00 AM",Book date,"[{'value': 1412.9726, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 1412.9726, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",CAPITAL MARKETS,Equity Options,Equity Option,,,,,,,,,ES20061001,,,,,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
301,"Aug 12, 2020 12:00:00 AM",Equity Option null,8578631417879fb8e48ab478a9f08b76,,,"Jun 18, 2020 12:00:00 AM",Book date,"[{'value': 3620.9381, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 3620.9381, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",CAPITAL MARKETS,Equity Options,Equity Option,,,,,,,,,ES20061901,,,,,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
302,"Aug 12, 2020 12:00:00 AM",Equity Option null,8578631417879fb8e48ab478a9f08b76,,,"Jun 18, 2020 12:00:00 AM",Book date,"[{'value': 7771.5442, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 7771.5442, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",CAPITAL MARKETS,Equity Options,Equity Option,,,,,,,,,ES20061902,,,,,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
303,"Aug 12, 2020 12:00:00 AM",Equity Option null,8578631417879fb8e48ab478a9f08b76,,,"Jul 2, 2020 12:00:00 AM",Book date,"[{'value': 2518.6126, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 2518.6126, 'measureType': {'value': 'Notional'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Pay amount(USD)'}, 'currency': {'value': 'USD'}}, {'value': 0, 'measureType': {'value': 'Receive amount(USD)'}, 'currency': {'value': 'USD'}}]",CAPITAL MARKETS,Equity Options,Equity Option,,,,,,,,,ES20070301,,,,,MR-AP Spore India Team 1,Banker,cb3124fda0b85cc23e0e5a4f244fcc3b,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,Investment Counsellor/ IC,b61f7ecd839b9f4506423f6e3ea5b28254f19c1f8a92ac6199835440f45336a8,SR250594544,Relationship,SR250594544,SR250594544-0005,Entitlement Group/ EG,SR250594544-0005,SISI,Product Processor/ PP,SISI,SR250594544,Client,6be42c3b9d6e7379fe09eaeb7910020b
